sepal_length,sepal_width,petal_length,petal_width
6.197371322408986,3.200197140138351,2.30780898034027,1.1498567221814624
5.689388559063052,3.2385792837987903,2.7916741276454546,1.9641138564009906
6.318150830480554,2.827990111368604,5.145128489221872,0.4114191629315649
7.141561126377322,2.717370934700052,8.140202524714786,1.0418703533186169
5.612677300221331,3.2172289893194725,3.7623771308645333,0.7757939053020473
5.612690434440656,2.814259432789453,4.011189289955808,0.5657017341901246
7.063370252405913,3.8463098044579027,6.099796812419164,1.1143757120363538
6.413947783322326,3.289533168364715,2.7351715000955057,0.3718061420645007
5.424420491252038,2.623478601118941,4.784775286106068,0.7570805557222543
6.53205876866942,4.7299916981755254,1.484093609035657,1.1918761654574888
5.42926584575003,2.7101273319090717,3.408173834191003,2.771780106333112
1.666032658594772,3.6420952506315487,6.445085396478136,2.574956820218379
5.993569817252827,3.563438231602962,5.285749428178454,0.6402195936059315
4.2693758042737615,2.7717270726593157,5.2643173448011495,1.3711839285873775
4.420065733989573,3.485350451697729,6.149861852877793,1.110137560247336
5.350169976607222,3.2651123707745993,3.837806914938966,1.0232243203734215
4.98973510373246,3.428824063997796,5.027515348330935,1.6913333600347402
6.051397866076219,3.858717193061579,3.241519838131779,1.806006168037844
5.073580739583031,3.001844753598852,4.383499434479195,0.7755990819115779
4.670157038931767,2.7985055342570044,3.5657425021381677,0.7393454074842559
6.972519015137243,2.744194228149791,3.9745927369868927,0.9799586422786848
5.6193789596107715,2.773675886013825,4.871282645786445,-0.641536931788468
5.8540225637503385,3.0691593162343582,2.327202770179749,-0.0121528497588419
4.660201451029234,3.2364607899266575,7.5662970962338285,2.2934994139556197
5.364493820379853,3.210676319732008,1.9891687133005362,2.515974170801027
5.888738071767893,3.43087329961441,1.614460496982082,1.0007711683548972
4.879205138062158,3.105200756751163,5.884599572300122,1.6612455704446132
6.100558414676537,3.681413630862927,5.224992849133285,1.4490001236348289
5.3194890480649555,2.9941372667048176,4.923415670693879,3.6631046467641903
5.566645000165378,4.188067666635847,4.931021916675704,2.0956599291476614
5.318634710216482,3.3502669391060027,3.7779558088755536,1.0976659268153868
7.28182254760715,2.757136977433487,2.184942131325503,0.43556764751965926
5.789202220209653,2.671643000775555,3.9364482047487073,-0.08515705620605818
4.953831256835279,3.2929889660972744,2.581108919278199,1.3627709086937785
6.458035929682551,3.0106148858696598,5.555215520151952,0.5949194037725573
4.8233250800231815,3.385600197636837,3.5352967132961504,0.06219703232186058
5.967090876003804,3.289295049829418,2.314105045773479,0.6827416926059787
4.2322639008961795,3.070868434937251,3.2215054850246116,0.33476159710848397
4.737451160881255,2.761282512772638,4.543276617696124,2.5497133080580516
5.957488988695299,2.4940611101256542,2.7852958049528453,1.9053118055595604
6.390773263996328,2.9213940191731917,2.3200032879804233,1.1936218869467061
6.223525529947019,4.190539951791306,4.110051606464446,2.5107484707924907
5.707481374089407,3.1856374976520816,4.2409398279957005,1.2618946461180947
4.311058456247482,3.29054273554799,3.832295570010683,0.8082796177872114
6.34111257782637,2.6618350844324903,6.354989536939362,2.4151483921567527
5.224124633284233,3.254126951891535,4.217689887243745,1.6311280349477268
5.431488983232169,2.746457025519547,1.1934481853048164,0.3702030765388348
6.645697780975133,3.1614900423782113,1.2665652061222001,1.0477290575331133
6.074894631654769,3.1232834873784,2.5068004017456147,0.4995053972921941
4.389567875709813,2.6428118808677508,3.415795126918675,0.09376021522853106
6.059267175515836,3.2431149441393132,4.359633618076408,1.940942038025313
5.491934175666946,3.324313810547294,6.455641190509193,2.7275333123761047
5.258462399755233,3.533220497270111,5.343787321763635,0.08114594094468686
6.289341031072694,3.5215208208139614,3.512110646065831,1.6503753893524566
6.624799617996761,2.5489322528171634,3.76577082577516,0.6794859447025384
3.15849174587338,3.740556929097435,3.2302267630925945,1.124503425938694
5.128625981421889,3.306014106883464,3.766676355213698,0.7260848606089045
5.57863111230928,3.208688342971473,1.6918092996167076,-2.0694080454063446
6.065010745122851,3.3060190745224194,4.380893408608561,1.2388173023558615
6.580436101697887,4.641092596261888,2.3109843016058185,0.5352399068711697
5.416660609723768,3.328356204277267,4.73482372563411,1.416365460623871
5.651472818668946,3.5542262560722397,6.55893004340464,1.1598095124406904
4.914932020795177,3.4816007053972813,3.6042317327776563,1.008841562506872
4.843034700735463,3.3605565005223195,4.523081099778095,0.4739490703667216
8.075141850641486,3.9321461282964325,5.0024797260984215,1.2781553419454763
6.884992022856658,3.403587688197307,3.0778031506054946,1.8043129806606049
5.742391902735733,2.790869914184971,4.20336646725875,1.6007337500995047
6.602826318313619,3.0052725573039965,3.8226663214072305,0.4179558041611591
6.089308820038108,2.9058545808683585,3.975816977387897,1.2794658443433806
5.2839041963159,3.132749655754529,2.40858238906016,1.8011096986974313
6.089116484406731,4.025863426669403,3.8441183136660966,-0.1355242248970976
7.030429253172775,2.3530939229633008,4.696396924241809,1.634688153903948
5.771339168712038,3.3745040761498055,6.412058494031075,0.6699009928433226
7.051714924651205,2.4549136515241394,5.526687486953373,1.6564789348745275
3.704203916728204,2.9112272536842267,7.675728423520802,0.5893926747659864
6.457522003500179,3.5355802387869466,2.418774386801511,-0.24390568053161532
5.869637654590536,3.1257120076381852,5.3701771460972205,-0.10203395030653017
5.560794119627306,2.6689020888282777,4.130015610329033,1.2384679573291055
5.873408621228402,2.813878516296013,7.741645279791809,1.4077780013771855
4.209944868319285,3.3718390995738705,2.345063086360727,0.476546699916473
5.624262489729991,2.8078533473131455,2.288500684074603,1.710873967021899
6.085690057209397,3.18658343583279,2.72109323820076,-0.129216049815168
6.982315235793212,3.1182287359615257,-0.02301230375765284,1.1471361610821467
5.385383825381082,2.839359860957673,2.85364096097463,0.23118704019003455
5.15320511768545,3.9575776357301304,2.4335612092033436,0.6785311137582726
5.398594365132371,3.3535676089272046,4.070708815657174,1.2379189370531312
6.532321694161659,2.289942965336957,4.415160756398887,0.511669307772838
6.063000887727747,3.174581725907771,7.177107510588595,0.8923555646161396
5.376191836986369,2.835285414092645,5.510762908734891,2.0050342473715523
6.210613946490684,3.44097333391849,2.7615734198076742,0.738486504381481
5.877662039478432,2.78299170462692,2.1828535915729557,1.8685536896521135
6.574915992426311,3.0541054234132403,4.68545450871171,0.2962345162739054
5.238357524898118,3.3019949115921827,1.423580227362844,1.6238433423322263
5.537870282721785,3.4463020776680486,7.096625778537836,2.3532548965263205
5.4863134774942734,2.6198814371776895,5.922992217298317,-0.7773156001018315
4.629188041494305,2.966199505663621,2.9554838262115313,0.5624837956236185
6.036896221651661,2.9100218755356178,0.7163578476364201,1.661657701744432
6.008844217743912,2.8386683069705154,6.236970273497743,1.0375636911656059
5.804090765313968,3.806181696112439,3.5938282785452875,1.496916698697047
5.612330293299882,3.2619926843843823,6.028069361552231,0.7168118506273435
4.667703406359668,2.595646418265982,0.9300302141701389,1.2692718299783199
7.420069706020227,4.472246941121567,0.03571184167064079,0.31581883120811405
5.525828386778584,3.9488624788050535,3.8094386594927294,2.134225649327846
5.158178184622704,3.5129861042204586,3.8845650687765354,1.4035366746409705
5.670971430667192,2.4922520136183945,2.989882151337361,1.4700821296601618
6.123240685451631,2.9063063708534997,4.921129878225497,0.870498427102026
7.308948720968424,3.606764459674649,1.87828322711133,0.8099150207420052
5.939662250265471,2.8169322137524877,3.5437169269616717,0.8539534497443032
6.006040312578211,3.2775277712584914,4.016532137081418,1.5155617139026374
8.18484995980294,2.5093207361845913,3.47136881795114,-0.3369575810578197
4.264983027760767,2.7292278113687667,5.080906780560001,1.4318198855171302
5.7787888996406265,3.07618985757528,1.775644234691835,2.860320638916351
5.848184167952821,1.803493063972371,1.0385944926758794,1.8968997627453539
7.770593689988229,2.690244943466284,6.099818279417317,0.939181174265727
5.646111228175101,2.998972739442736,4.398165221563265,2.160971137731156
6.04123787386689,2.60088672721406,2.452724234198203,0.8735397015827588
5.772230584235805,3.7529645215726544,6.592073555940541,-0.43049962814228326
4.8650575699043745,2.527943448815747,4.008214341727145,0.3935309512660766
6.714258251612017,2.923982205321207,5.922734931314888,-0.2966335368206847
4.860502004481214,2.436320423988231,3.187586868777431,0.6963944928791107
6.4328255576344375,3.676509315626446,7.509346264787577,1.2147347033516414
5.072490036164209,2.525655139528224,6.959613516397768,2.5411498498202265
6.9222354487488795,3.565265500861984,3.3518645327376673,1.46154189901133
4.678519149766175,3.1040932244078348,5.5488277117178395,1.0247195769529085
6.269485675040216,2.7073965395808197,4.961676709253266,1.8635244649467912
7.5523645006479825,3.2848413897053086,6.263536803558227,-0.5689082472063083
10.150315659273016,3.6464064284942506,2.3959680684815883,2.0112914779507745
5.346961816317783,2.8599132491364823,5.03489262799719,1.8166921551095734
5.879721092070112,3.127920833996008,5.7051640763292575,0.01713100337612672
5.397219476707041,2.945874561255296,0.6342689244383939,2.115003234565543
4.559469255147094,3.1454069381004994,1.6701346772016046,1.4707971259955313
5.854850379844821,3.3648522698084187,0.1293820800318186,0.8677696688793589
4.950157029019116,3.734406726458141,3.3150676979997957,1.7062254928850278
6.178873944508145,2.60487380046926,5.0915760604327325,3.016554286243517
5.064460612612957,3.953213349862507,6.50424269377285,1.345493004046796
7.039947524014032,2.3191648801909994,3.933370604755595,1.3985764690402689
